Roll no,exam score
EXA001748,70
EXA001749,70
EXA001750,81
EXA001751,70
EXA001752,69
EXA001753,69
EXA001754,68
EXA001755,64
EXA001756,80
EXA001757,68
EXA001758,61
EXA001759,53
EXA001760,71
EXA001761,54
EXA001762,62
EXA001763,53
EXA001764,83
EXA001765,62
EXA001766,80
EXA001767,83
EXA001768,70
EXA001769,70
EXA001770,87
EXA001771,53
EXA001772,61
EXA001773,80
EXA001774,80
EXA001775,73
EXA001776,62
EXA001777,54
EXA001778,62
EXA001779,44
EXA001780,59
EXA001781,70
EXA001782,73
EXA001783,62
EXA001784,73
EXA001785,74
EXA001786,67
EXA001787,67
EXA001788,70
EXA001789,69
EXA001790,65
EXA001791,38
EXA001792,73
EXA001793,73
EXA001794,67
EXA001795,69
EXA001796,80
EXA001797,70
EXA001798,77
EXA001799,70
EXA001800,54
EXA001801,60
EXA001802,62
EXA001803,73
EXA001804,73
EXA001805,67
EXA001806,73
EXA001807,64
EXA001808,70
EXA001809,67
EXA001810,73
EXA001811,70
EXA001812,67
EXA001813,62
EXA001814,62
EXA001815,68
EXA001816,72
EXA001817,54
EXA001818,52
EXA001819,68
EXA001820,60
EXA001821,74
EXA001822,49
EXA001823,69
EXA001824,80
EXA001825,83
EXA001826,79
EXA001827,53
EXA001828,54
EXA001829,68
EXA001830,80
EXA001831,70
EXA001832,73
EXA001833,83
EXA001834,77
EXA001835,76
EXA001836,67
EXA001837,75
EXA001838,54
EXA001839,71
EXA001840,75
EXA001841,77
EXA001842,54
EXA001843,67
EXA001844,76
EXA001845,74
EXA001846,73
EXA001847,69
EXA001848,60
EXA001849,64
EXA001850,70
EXA001851,53
EXA001852,75
EXA001853,77
EXA001854,75
EXA001855,66
EXA001856,75
EXA001857,75
EXA001858,55
EXA001859,66
EXA001860,66
EXA001861,59
EXA001862,68
EXA001863,62
EXA001864,64
EXA001865,67
EXA001866,63
EXA001867,67
EXA001868,72
EXA001869,63
EXA001870,58
EXA001871,54
EXA001872,63
EXA001873,66
EXA001874,80
EXA001875,62
EXA001876,77
EXA001877,87
EXA001878,78
EXA001879,69
EXA001880,70
EXA001881,64
EXA001882,70
EXA001883,83
EXA001884,83
EXA001885,88
EXA001886,72
EXA001887,69
EXA001888,65
EXA001889,73
EXA001890,77
EXA001891,81
EXA001892,71
EXA001893,74
EXA001894,75
EXA001895,62
EXA001896,60
EXA001897,72
EXA001898,68
EXA001899,74
EXA001900,75
EXA001901,62
EXA001902,72
EXA001903,77
EXA001904,60
EXA001905,87
EXA001906,52
EXA001907,77
EXA001908,71
EXA001909,73
EXA001910,70
EXA001911,77
EXA001912,70
EXA001913,64
EXA001914,75
EXA001915,74
EXA001916,70
EXA001917,81
EXA001918,62
EXA001919,62
EXA001920,71
EXA001921,68
EXA001922,64
EXA001923,72
EXA001924,56
EXA001925,80
EXA001926,70
EXA001927,59
EXA001928,73
EXA001929,65
EXA001930,69
EXA001931,61
EXA001932,64
EXA001933,73
EXA001934,74
EXA001935,77
EXA001936,81
EXA001937,73
EXA001938,77
EXA001939,60
EXA001940,67
EXA001941,64
EXA001942,70
EXA001943,83
EXA001944,56
EXA001945,67
EXA001946,48
EXA001947,68
EXA001948,66
EXA001949,58
EXA001950,80
EXA001951,73
EXA001952,59
EXA001953,60
EXA001954,54
EXA001955,69
EXA001956,76
EXA001957,69
EXA001958,80
EXA001959,60
EXA001960,70
EXA001961,78
EXA001962,73
EXA001963,71
EXA001964,68
EXA001965,73
EXA001966,54
EXA001967,70
EXA001968,80
EXA001969,60
EXA001970,73
EXA001971,80
EXA001972,62
EXA001973,68
EXA001974,67
EXA001975,73
EXA001976,70
EXA001977,76
EXA001978,66
EXA001979,59
EXA001980,66
EXA001981,77
EXA001982,80
EXA001983,67
EXA001984,73
EXA001985,70
EXA001986,61
EXA001987,75
EXA001988,87
EXA001989,69
EXA001990,79
EXA001991,56
EXA001992,73
EXA001993,81
EXA001994,75
EXA001995,60
EXA001996,71
EXA001997,53
EXA001998,69
EXA001999,52
EXA002000,58
EXA002001,79
EXA002002,68
EXA002003,64
EXA002004,59
EXA002005,69
EXA002006,69
EXA002007,77
EXA002008,66
EXA002009,71
EXA002010,64
EXA002011,71
EXA002012,72
EXA002013,87
EXA002014,73
EXA002015,67
EXA002016,74
EXA002017,63
EXA002018,70
EXA002019,75
EXA002020,70
EXA002021,82
EXA002022,77
EXA002023,71
EXA002024,54
EXA002025,71
EXA002026,77
EXA002027,71
EXA002028,70
EXA002029,67
EXA002030,80
EXA002031,88
EXA002032,63
EXA002033,73
EXA002034,70
EXA002035,70
EXA002036,59
EXA002037,64
EXA002038,60
EXA002039,60
EXA002040,67
EXA002041,72
EXA002042,71
EXA002043,55
EXA002044,73
EXA002045,77
EXA002046,60
EXA002047,62
EXA002048,77
EXA002049,74
EXA002050,68
EXA002051,75
EXA002052,69
EXA002053,69
EXA002054,70
EXA002055,71
EXA002056,38
EXA002057,54
EXA002058,60
EXA002059,70
EXA002060,72
EXA002061,80
EXA002062,81
EXA002063,62
EXA002064,77
EXA002065,67
EXA002066,73
EXA002067,60
EXA002068,81
EXA002069,85
EXA002070,69
EXA002071,80
EXA002072,64
EXA002073,69
EXA002074,69
EXA002075,69
EXA002076,62
EXA002077,73
EXA002078,69
EXA002079,94
EXA002080,81
EXA002081,73
EXA002082,59
EXA002083,82
EXA002084,73
EXA002085,81
EXA002086,73
EXA002087,49
EXA002088,70
EXA002089,77
EXA002090,69
EXA002091,78
EXA002092,69
EXA002093,74
EXA002094,63
EXA002095,70
EXA002096,60
EXA002097,50
EXA002098,69
EXA002099,80
EXA002100,80
EXA002101,63
EXA002102,70
EXA002103,83
EXA002104,70
EXA002105,71
EXA002106,72
EXA002107,62
EXA002108,57
EXA002109,83
EXA002110,71
EXA002111,77
EXA002112,77
EXA002113,66
EXA002114,62
EXA002115,55
EXA002116,58
EXA002117,67
EXA002118,71
EXA002119,70
EXA002120,77
EXA002121,67
EXA002122,62
EXA002123,80
EXA002124,66
EXA002125,50
EXA002126,65
EXA002127,75
EXA002128,64
EXA002129,59
EXA002130,65
EXA002131,76
EXA002132,85
EXA002133,77
EXA002134,69
EXA002135,67
EXA002136,70
EXA002137,52
EXA002138,65
EXA002139,67
EXA002140,80
EXA002141,75
EXA002142,77
EXA002143,71
EXA002144,83
EXA002145,54
EXA002146,68
EXA002147,52
EXA002148,67
EXA002149,80
EXA002150,54
EXA002151,65
EXA002152,68
EXA002153,73
EXA002154,70
EXA002155,73
EXA002156,70
EXA002157,50
EXA002158,64
EXA002159,54
EXA002160,74
EXA002161,74
EXA002162,82
EXA002163,82
EXA002164,74
EXA002165,60
EXA002166,80
EXA002167,74
EXA002168,67
EXA002169,88
EXA002170,72
EXA002171,63
EXA002172,63
EXA002173,53
EXA002174,71
EXA002175,54
EXA002176,69
EXA002177,74
EXA002178,62
EXA002179,63
EXA002180,74
EXA002181,50
EXA002182,88
EXA002183,75
EXA002184,69
EXA002185,73
EXA002186,81
EXA002187,85
EXA002188,70
EXA002189,59
EXA002190,58
EXA002191,69
EXA002192,53
EXA002193,62
EXA002194,61
EXA002195,56
EXA002196,73
EXA002197,87
EXA002198,83
EXA002199,80
EXA002200,63
EXA002201,70
EXA002202,70
EXA002203,59
EXA002204,67
EXA002205,62
EXA002206,71
EXA002207,62
EXA002208,69
EXA002209,58
EXA002210,80
EXA002211,62
EXA002212,51
EXA002213,64
EXA002214,62
EXA002215,73
EXA002216,77
EXA002217,73
EXA002218,71
EXA002219,70
EXA002220,75
EXA002221,60
EXA002222,70
EXA002223,81
EXA002224,55
EXA002225,61
EXA002226,62
EXA002227,72
EXA002228,71
EXA002229,70
EXA002230,66
EXA002231,87
EXA002232,67
EXA002233,52
EXA002234,71
EXA002235,70
EXA002236,73
EXA002237,73
EXA002238,54
EXA002239,66
EXA002240,50
EXA002241,87
EXA002242,47
EXA002243,80
EXA002244,62
EXA002245,50
EXA002246,62
EXA002247,62
EXA002248,66
EXA002249,62
EXA002250,63
EXA002251,50
EXA002252,54
EXA002253,68
EXA002254,67
EXA002255,61
EXA002256,70
EXA002257,59
EXA002258,64
EXA002259,44
EXA002260,53
EXA002261,55
EXA002262,50
EXA002263,63
EXA002264,77
EXA002265,73
EXA002266,67
EXA002267,62
EXA002268,52
EXA002269,76
EXA002270,70
EXA002271,69
EXA002272,71
EXA002273,64
EXA002274,80
EXA002275,55
EXA002276,83
EXA002277,63
EXA002278,67
EXA002279,62
EXA002280,49
EXA002281,52
EXA002282,44
EXA002283,60
EXA002284,70
EXA002285,73
EXA002286,76
EXA002287,73
EXA002288,70
EXA002289,63
EXA002290,58
EXA002291,59
EXA002292,83
EXA002293,64
EXA002294,77
EXA002295,62
EXA002296,62
EXA002297,60
EXA002298,59
EXA002299,67
EXA002300,58
EXA002301,55
EXA002302,58
EXA002303,64
EXA002304,81
EXA002305,58
EXA002306,59
EXA002307,77
EXA002308,66
EXA002309,54
EXA002310,81
EXA002311,69
EXA002312,62
EXA002313,67
EXA002314,62
EXA002315,65
EXA002316,69
EXA002317,60
EXA002318,69
EXA002319,62
EXA002320,81
EXA002321,62
EXA002322,58
EXA002323,83
EXA002324,71
EXA002325,61
EXA002326,69
EXA002327,66
EXA002328,68
EXA002329,54
EXA002330,77
EXA002331,67
EXA002332,38
EXA002333,77
EXA002334,60
EXA002335,49
EXA002336,75
EXA002337,74
EXA002338,70
EXA002339,59
EXA002340,66
EXA002341,77
EXA002342,72
EXA002343,71
EXA002344,81
EXA002345,67
EXA002346,94
EXA002347,77
EXA002348,70
EXA002349,67
EXA002350,81
EXA002351,68
EXA002352,60
EXA002353,83
EXA002354,60
EXA002355,70
EXA002356,64
EXA002357,75
EXA002358,49
EXA002359,66
EXA002360,62
EXA002361,81
EXA002362,85
EXA002363,69
EXA002364,68
EXA002365,52
EXA002366,70
EXA002367,69
EXA002368,77
EXA002369,59
EXA002370,81
EXA002371,73
EXA002372,71
EXA002373,80
EXA002374,63
EXA002375,75
EXA002376,58
EXA002377,69
EXA002378,71
EXA002379,67
EXA002380,75
EXA002381,63
EXA002382,59
EXA002383,73
EXA002384,71
EXA002385,54
EXA002386,69
EXA002387,69
EXA002388,80
EXA002389,62
EXA002390,70
EXA002391,70
EXA002392,71
EXA002393,68
EXA002394,74
EXA002395,75
EXA002396,75
EXA002397,47
EXA002398,55
EXA002399,67
EXA002400,75
EXA002401,65
EXA002402,72
EXA002403,58
EXA002404,61
EXA002405,67
EXA002406,59
EXA002407,66
EXA002408,70
EXA002409,73
EXA002410,60
EXA002411,67
EXA002412,71
EXA002413,72
EXA002414,80
EXA002415,58
EXA002416,60
EXA002417,54
EXA002418,54
EXA002419,71
EXA002420,81
EXA002421,63
EXA002422,73
EXA002423,75
EXA002424,53
EXA002425,73
EXA002426,67
EXA002427,70
EXA002428,54
EXA002429,81
EXA002430,74
EXA002431,62
EXA002432,60
EXA002433,68
EXA002434,75
EXA002435,81
EXA002436,54
EXA002437,69
EXA002438,73
EXA002439,68
EXA002440,73
EXA002441,81
EXA002442,81
EXA002443,70
EXA002444,64
EXA002445,53
EXA002446,81
EXA002447,71
EXA002448,70
EXA002449,70
EXA002450,82
EXA002451,64
EXA002452,73
EXA002453,70
EXA002454,53
EXA002455,80
EXA002456,59
EXA002457,70
EXA002458,53
EXA002459,67
EXA002460,81
EXA002461,54
EXA002462,71
EXA002463,62
EXA002464,67
EXA002465,55
EXA002466,62
EXA002467,81
EXA002468,75
EXA002469,77
EXA002470,59
EXA002471,65
EXA002472,70
EXA002473,66
EXA002474,70
EXA002475,62
EXA002476,44
EXA002477,68
EXA002478,64
EXA002479,82
EXA002480,80
EXA002481,60
EXA002482,80
EXA002483,61
EXA002484,79
EXA002485,71
EXA002486,71
EXA002487,71
EXA002488,62
EXA002489,77
EXA002490,56
EXA002491,62
EXA002492,60
EXA002493,73
EXA002494,62
EXA002495,77
EXA002496,62
EXA002497,54
EXA002498,72
EXA002499,59
EXA002500,73
EXA002501,77
EXA002502,67
EXA002503,67
EXA002504,73
EXA002505,71
EXA002506,62
EXA002507,56
EXA002508,70
EXA002509,77
EXA002510,60
EXA002511,77
EXA002512,73
EXA002513,75
EXA002514,55
EXA002515,60
EXA002516,55
EXA002517,49
EXA002518,70
EXA002519,62
EXA002520,66
EXA002521,83
EXA002522,60
EXA002523,52
EXA002524,61
EXA002525,59
EXA002526,63
EXA002527,73
EXA002528,83
EXA002529,75
EXA002530,78
EXA002531,53
EXA002532,77
EXA002533,83
EXA002534,78
EXA002535,72
EXA002536,49
EXA002537,54
EXA002538,73
EXA002539,69
EXA002540,63
EXA002541,59
EXA002542,70
EXA002543,60
EXA002544,71
EXA002545,54
EXA002546,62
EXA002547,70
EXA002548,62
EXA002549,77
EXA002550,60
EXA002551,53
EXA002552,70
EXA002553,67
EXA002554,81
EXA002555,65
EXA002556,61
EXA002557,88
EXA002558,52
EXA002559,66
EXA002560,71
EXA002561,62
EXA002562,66
EXA002563,68
EXA002564,94
EXA002565,52
EXA002566,70
EXA002567,53
EXA002568,64
EXA002569,71
EXA002570,54
EXA002571,63
EXA002572,73
EXA002573,73
EXA002574,54
EXA002575,70
EXA002576,62
EXA002577,70
EXA002578,62
EXA002579,70
EXA002580,67
EXA002581,55
EXA002582,70
EXA002583,69
EXA002584,66
EXA002585,62
EXA002586,67
EXA002587,77
EXA002588,62
EXA002589,62
EXA002590,71
EXA002591,77
EXA002592,73
EXA002593,69
EXA002594,77
EXA002595,58
EXA002596,61
EXA002597,81
EXA002598,70
EXA002599,63
EXA002600,72
EXA002601,66
EXA002602,75
EXA002603,44
EXA002604,69
EXA002605,67
EXA002606,54
EXA002607,85
EXA002608,62
EXA002609,61
EXA002610,67
EXA002611,70
EXA002612,73
EXA002613,81
EXA002614,73
EXA002615,81
EXA002616,62
EXA002617,80
EXA002618,61
EXA002619,59
EXA002620,75
EXA002621,80
EXA002622,47
EXA002623,77
EXA002624,67
EXA002625,38
EXA002626,77
EXA002627,80
EXA002628,81
EXA002629,68
EXA002630,52
EXA002631,70
EXA002632,87
EXA002633,83
EXA002634,77
EXA002635,72
EXA002636,71
EXA002637,75
EXA002638,67
EXA002639,54
EXA002640,69
EXA002641,70
EXA002642,50
EXA002643,73
EXA002644,68
EXA002645,60
EXA002646,74
EXA002647,70
EXA002648,80
EXA002649,62
EXA002650,62
EXA002651,71
EXA002652,75
EXA002653,81
EXA002654,75
EXA002655,77
EXA002656,67
EXA002657,68
EXA002658,52
EXA002659,77
EXA002660,74
EXA002661,70
EXA002662,49
EXA002663,55
EXA002664,73
EXA002665,54
EXA002666,71
EXA002667,75
EXA002668,68
EXA002669,58
EXA002670,69
EXA002671,71
EXA002672,72
EXA002673,77
EXA002674,66
EXA002675,55
EXA002676,65
EXA002677,60
EXA002678,67
EXA002679,69
EXA002680,69
EXA002681,69
EXA002682,62
EXA002683,70
EXA002684,70
EXA002685,71
EXA002686,68
EXA002687,74
EXA002688,69
EXA002689,73
EXA002690,59
EXA002691,77
EXA002692,54
EXA002693,71
EXA002694,62
EXA002695,63
EXA002696,82
EXA002697,70
EXA002698,67
EXA002699,80
EXA002700,65
EXA002701,70
EXA002702,55
EXA002703,60
EXA002704,50
EXA002705,68
EXA002706,70
EXA002707,62
EXA002708,69
EXA002709,71
EXA002710,54
EXA002711,88
EXA002712,60
EXA002713,77
EXA002714,71
EXA002715,52
EXA002716,83
EXA002717,53
EXA002718,73
EXA002719,71
EXA002720,63
EXA002721,73
EXA002722,81
EXA002723,62
EXA002724,62
EXA002725,83
EXA002726,59
EXA002727,77
EXA002728,80
EXA002729,94
EXA002730,78
EXA002731,73
EXA002732,58
EXA002733,52
EXA002734,81
EXA002735,81
EXA002736,62
EXA002737,64
EXA002738,77
EXA002739,53
EXA002740,73
EXA002741,70
EXA002742,49
EXA002743,67
EXA002744,69
EXA002745,62
EXA002746,61
EXA002747,62
EXA002748,70
EXA002749,73
EXA002750,70
EXA002751,79
EXA002752,67
EXA002753,81
EXA002754,61
EXA002755,71
EXA002756,77
EXA002757,67
EXA002758,64
EXA002759,50
EXA002760,61
EXA002761,63
EXA002762,52
EXA002763,55
EXA002764,83
EXA002765,61
EXA002766,83
EXA002767,80
EXA002768,67
EXA002769,81
EXA002770,80
EXA002771,48
EXA002772,67
EXA002773,80
EXA002774,70
EXA002775,71
EXA002776,71
EXA002777,54
EXA002778,71
EXA002779,71
EXA002780,66
EXA002781,62
EXA002782,62
EXA002783,68
EXA002784,62
EXA002785,70
EXA002786,70
EXA002787,85
EXA002788,66
EXA002789,62
EXA002790,59
EXA002791,38
EXA002792,73
EXA002793,75
EXA002794,59
EXA002795,67
EXA002796,72
EXA002797,66
EXA002798,52
EXA002799,81
EXA002800,56
EXA002801,57
EXA002802,55
EXA002803,66
EXA002804,77
EXA002805,73
EXA002806,70
EXA002807,81
EXA002808,53
EXA002809,55
EXA002810,69
EXA002811,70
EXA002812,60
EXA002813,66
EXA002814,58
EXA002815,71
EXA002816,80
EXA002817,54
EXA002818,62
EXA002819,63
EXA002820,82
EXA002821,62
EXA002822,49
EXA002823,62
EXA002824,68
EXA002825,69
EXA002826,75
EXA002827,50
EXA002828,54
EXA002829,75
EXA002830,94
EXA002831,73
EXA002832,71
EXA002833,83
EXA002834,80
EXA002835,70
EXA002836,64
EXA002837,71
EXA002838,68
EXA002839,67
EXA002840,66
EXA002841,62
EXA002842,62
EXA002843,70
EXA002844,68
EXA002845,70
EXA002846,67
EXA002847,63
EXA002848,69
EXA002849,61
EXA002850,52
EXA002851,58
EXA002852,75
EXA002853,94
EXA002854,67
EXA002855,66
EXA002856,69
EXA002857,71
EXA002858,60
EXA002859,80
EXA002860,77
EXA002861,64
EXA002862,73
EXA002863,78
EXA002864,81
EXA002865,73
EXA002866,75
EXA002867,67
EXA002868,81
EXA002869,64
EXA002870,60
EXA002871,62
EXA002872,64
EXA002873,62
EXA002874,71
EXA002875,70
EXA002876,87
EXA002877,70
EXA002878,62
EXA002879,69
EXA002880,67
EXA002881,54
EXA002882,83
EXA002883,83
EXA002884,80
EXA002885,85
EXA002886,67
EXA002887,63
EXA002888,66
EXA002889,71
EXA002890,67
EXA002891,77
EXA002892,68
EXA002893,66
EXA002894,68
EXA002895,61
EXA002896,73
EXA002897,70
EXA002898,77
EXA002899,73
EXA002900,64
EXA002901,71
EXA002902,87
EXA002903,52
EXA002904,66
EXA002905,85
EXA002906,59
EXA002907,72
EXA002908,62
EXA002909,67
EXA002910,67
EXA002911,72
EXA002912,67
EXA002913,67
EXA002914,71
EXA002915,81
EXA002916,80
EXA002917,67
EXA002918,62
EXA002919,62
EXA002920,71
EXA002921,59
EXA002922,69
EXA002923,72
EXA002924,61
EXA002925,80
EXA002926,63
EXA002927,60
EXA002928,62
EXA002929,65
EXA002930,68
EXA002931,70
EXA002932,58
EXA002933,68
EXA002934,61
EXA002935,75
EXA002936,81
EXA002937,80
EXA002938,75
EXA002939,64
EXA002940,70
EXA002941,38
EXA002942,70
EXA002943,80
EXA002944,54
EXA002945,77
EXA002946,50
EXA002947,70
EXA002948,71
EXA002949,63
EXA002950,77
EXA002951,58
EXA002952,65
EXA002953,67
EXA002954,62
EXA002955,69
EXA002956,71
EXA002957,69
EXA002958,81
EXA002959,69
EXA002960,67
EXA002961,69
EXA002962,67
EXA002963,74
EXA002964,71
EXA002965,80
EXA002966,54
EXA002967,71
EXA002968,83
EXA002969,60
EXA002970,77
EXA002971,67
EXA002972,62
EXA002973,70
EXA002974,70
EXA002975,60
EXA002976,73
EXA002977,77
EXA002978,83
EXA002979,77
EXA002980,52
EXA002981,81
EXA002982,77
EXA002983,62
EXA002984,59
EXA002985,79
EXA002986,62
EXA002987,67
EXA002988,73
EXA002989,67
EXA002990,80
EXA002991,63
EXA002992,77
EXA002993,67
EXA002994,70
EXA002995,68
EXA002996,70
EXA002997,94
EXA002998,73
EXA002999,63
EXA003000,62
EXA003001,68
EXA003002,81
EXA003003,75
EXA003004,67
EXA003005,59
EXA003006,68
EXA003007,77
EXA003008,63
EXA003009,87
EXA003010,71
EXA003011,66
EXA003012,67
EXA003013,62
EXA003014,66
EXA003015,61
EXA003016,81
EXA003017,67
EXA003018,70
EXA003019,70
EXA003020,62
EXA003021,81
EXA003022,70
EXA003023,75
EXA003024,72
EXA003025,69
EXA003026,70
EXA003027,88
EXA003028,62
EXA003029,62
EXA003030,73
EXA003031,67
EXA003032,70
EXA003033,68
EXA003034,82
EXA003035,77
EXA003036,81
EXA003037,80
EXA003038,73
EXA003039,69
EXA003040,69
EXA003041,52
EXA003042,70
EXA003043,58
EXA003044,70
EXA003045,58
EXA003046,70
EXA003047,68
EXA003048,64
EXA003049,75
EXA003050,83
EXA003051,61
EXA003052,74
EXA003053,71
EXA003054,67
EXA003055,53
EXA003056,80
EXA003057,64
EXA003058,83
EXA003059,72
EXA003060,80
EXA003061,80
EXA003062,70
EXA003063,69
EXA003064,76
EXA003065,87
EXA003066,69
EXA003067,80
EXA003068,73
EXA003069,63
EXA003070,75
EXA003071,67
EXA003072,44
EXA003073,61
EXA003074,70
EXA003075,73
EXA003076,81
EXA003077,73
EXA003078,74
EXA003079,73
EXA003080,67
EXA003081,62
EXA003082,69
EXA003083,58
EXA003084,70
EXA003085,73
EXA003086,82
EXA003087,62
EXA003088,69
EXA003089,80
EXA003090,70
EXA003091,55
EXA003092,70
EXA003093,50
EXA003094,73
EXA003095,85
EXA003096,77
EXA003097,69
EXA003098,54
EXA003099,87
EXA003100,83
EXA003101,50
EXA003102,67
EXA003103,47
EXA003104,60
EXA003105,72
EXA003106,59
EXA003107,73
EXA003108,68
EXA003109,72
EXA003110,58
EXA003111,64
EXA003112,68
EXA003113,60
EXA003114,68
EXA003115,71
EXA003116,80
EXA003117,70
EXA003118,62
EXA003119,70
EXA003120,70
EXA003121,74
EXA003122,87
EXA003123,70
EXA003124,70
EXA003125,73
EXA003126,83
EXA003127,53
EXA003128,76
EXA003129,67
EXA003130,75
EXA003131,73
EXA003132,71
EXA003133,59
EXA003134,77
EXA003135,67
EXA003136,94
EXA003137,66
EXA003138,74
EXA003139,73
EXA003140,81
EXA003141,60
EXA003142,64
EXA003143,60
EXA003144,70
EXA003145,71
EXA003146,53
EXA003147,70
EXA003148,70
EXA003149,64
EXA003150,57
EXA003151,77
EXA003152,69
EXA003153,66
EXA003154,70
EXA003155,69
EXA003156,62
EXA003157,64
EXA003158,67
EXA003159,63
EXA003160,62
EXA003161,76
EXA003162,83
EXA003163,52
EXA003164,72
EXA003165,65
EXA003166,81
EXA003167,52
EXA003168,53
EXA003169,63
EXA003170,69
EXA003171,68
EXA003172,81
EXA003173,59
EXA003174,68
EXA003175,69
EXA003176,83
EXA003177,53
EXA003178,87
EXA003179,66
EXA003180,81
EXA003181,70
EXA003182,69
EXA003183,80
EXA003184,69
EXA003185,71
EXA003186,58
EXA003187,75
EXA003188,81
EXA003189,60
EXA003190,67
EXA003191,66
EXA003192,69
EXA003193,80
EXA003194,62
EXA003195,87
EXA003196,64
EXA003197,62
EXA003198,81
EXA003199,73
EXA003200,66
EXA003201,67
EXA003202,73
EXA003203,59
EXA003204,69
EXA003205,54
EXA003206,94
EXA003207,62
EXA003208,47
EXA003209,70
EXA003210,81
EXA003211,83
EXA003212,83
EXA003213,71
EXA003214,68
EXA003215,59
EXA003216,77
EXA003217,80
EXA003218,60
EXA003219,70
EXA003220,69
EXA003221,60
EXA003222,70
EXA003223,68
EXA003224,69
EXA003225,69
EXA003226,73
EXA003227,50
EXA003228,77
EXA003229,63
EXA003230,73
EXA003231,70
EXA003232,64
EXA003233,61
EXA003234,64
EXA003235,72
EXA003236,50
EXA003237,59
EXA003238,67
EXA003239,80
EXA003240,68
EXA003241,66
EXA003242,69
EXA003243,59
EXA003244,67
EXA003245,62
EXA003246,70
EXA003247,73
EXA003248,73
EXA003249,47
EXA003250,80
EXA003251,60
EXA003252,81
EXA003253,70
EXA003254,69
EXA003255,62
EXA003256,55
EXA003257,68
EXA003258,54
EXA003259,50
EXA003260,81
EXA003261,70
EXA003262,71
EXA003263,73
EXA003264,53
EXA003265,70
EXA003266,71
EXA003267,50
EXA003268,73
EXA003269,70
EXA003270,66
EXA003271,70
EXA003272,75
EXA003273,57
EXA003274,60
EXA003275,52
EXA003276,54
EXA003277,60
EXA003278,54
EXA003279,74
EXA003280,75
EXA003281,69
EXA003282,60
EXA003283,70
EXA003284,77
EXA003285,64
EXA003286,55
EXA003287,63
EXA003288,70
EXA003289,66
EXA003290,73
EXA003291,55
EXA003292,80
EXA003293,69
EXA003294,62
EXA003295,68
EXA003296,81
EXA003297,58
EXA003298,64
EXA003299,72
EXA003300,67
EXA003301,63
EXA003302,75
EXA003303,83
EXA003304,54
EXA003305,55
EXA003306,69
EXA003307,67
EXA003308,38
EXA003309,88
EXA003310,60
EXA003311,70
EXA003312,75
EXA003313,60
EXA003314,67
EXA003315,57
EXA003316,59
EXA003317,67
EXA003318,72
EXA003319,77
EXA003320,75
EXA003321,70
EXA003322,71
EXA003323,72
EXA003324,68
EXA003325,63
EXA003326,71
EXA003327,70
EXA003328,62
EXA003329,78
EXA003330,70
EXA003331,60
EXA003332,60
EXA003333,61
EXA003334,70
EXA003335,80
EXA003336,77
EXA003337,67
EXA003338,64
EXA003339,80
EXA003340,70
EXA003341,66
EXA003342,70
EXA003343,80
EXA003344,74
EXA003345,66
EXA003346,67
EXA003347,70
EXA003348,55
EXA003349,77
EXA003350,54
EXA003351,70
EXA003352,70
EXA003353,94
EXA003354,50
EXA003355,62
EXA003356,62
EXA003357,73
EXA003358,67
EXA003359,73
EXA003360,71
EXA003361,68
EXA003362,81
EXA003363,69
EXA003364,80
EXA003365,69
EXA003366,68
EXA003367,77
EXA003368,62
EXA003369,77
EXA003370,72
EXA003371,74
EXA003372,54
EXA003373,59
EXA003374,67
EXA003375,62
EXA003376,67
EXA003377,54
EXA003378,81
EXA003379,73
EXA003380,81
EXA003381,56
EXA003382,68
EXA003383,70
EXA003384,75
EXA003385,64
EXA003386,52
EXA003387,75
EXA003388,81
EXA003389,64
EXA003390,69
EXA003391,70
EXA003392,38
EXA003393,59
EXA003394,62
EXA003395,70
EXA003396,83
EXA003397,70
EXA003398,63
EXA003399,66
EXA003400,60
EXA003401,80
EXA003402,76
EXA003403,64
EXA003404,64
EXA003405,70
EXA003406,77
EXA003407,70
EXA003408,60
EXA003409,58
EXA003410,67
EXA003411,81
EXA003412,70
EXA003413,49
EXA003414,67
EXA003415,68
EXA003416,77
EXA003417,75
EXA003418,72
EXA003419,68
EXA003420,47
EXA003421,64
EXA003422,62
EXA003423,70
EXA003424,47
EXA003425,63
EXA003426,77
EXA003427,78
EXA003428,83
EXA003429,70
EXA003430,70
EXA003431,70
EXA003432,38
EXA003433,70
EXA003434,75
EXA003435,77
EXA003436,80
EXA003437,63
EXA003438,78
EXA003439,68
EXA003440,73
EXA003441,50
EXA003442,70
EXA003443,71
EXA003444,69
EXA003445,88
EXA003446,52
EXA003447,44
EXA003448,55
EXA003449,70
EXA003450,60
EXA003451,75
EXA003452,75
EXA003453,60
EXA003454,74
EXA003455,73
EXA003456,73
EXA003457,52
EXA003458,71
EXA003459,57
EXA003460,50
EXA003461,64
