Roll no,test preparation ,gender,parental level of education,lunch,Section,practical score,viva score,exam score
EXA000484,none,female,high school,standard,Section E,86,89,87
EXA000485,none,female,associate's degree,free/reduced,Section D,62,65,69
EXA000486,none,male,associate's degree,standard,Section D,97,94,91
EXA000487,none,female,some college,standard,Section A,62,64,63
EXA000488,none,female,some high school,standard,Section E,91,97,91
EXA000489,completed,male,associate's degree,free/reduced,Section C,60,57,61
EXA000490,none,male,high school,free/reduced,Section E,59,55,46
EXA000491,none,female,associate's degree,standard,Section D,75,87,90
EXA000492,completed,female,master's degree,standard,Section C,79,87,89
EXA000493,completed,female,associate's degree,free/reduced,Section C,79,92,97
EXA000494,none,female,high school,free/reduced,Section A,34,49,47
EXA000495,none,male,some high school,free/reduced,Section D,49,49,43
EXA000496,completed,female,some college,standard,Section B,47,58,56
EXA000497,none,male,associate's degree,standard,Section E,78,73,65
EXA000498,completed,male,some high school,free/reduced,Section D,46,53,54
EXA000499,none,male,associate's degree,free/reduced,Section C,72,80,75
EXA000500,none,female,associate's degree,free/reduced,Section D,45,61,57
EXA000501,none,female,associate's degree,free/reduced,Section C,28,32,28
EXA000502,none,female,some high school,standard,Section D,83,92,93
EXA000503,completed,female,some college,standard,Section E,86,89,89
EXA000504,completed,female,some high school,free/reduced,Section D,64,75,81
EXA000505,none,male,high school,free/reduced,Section B,65,55,51
EXA000506,completed,female,some college,free/reduced,Section B,69,85,84
EXA000507,completed,female,high school,standard,Section B,66,62,66
EXA000508,none,female,some college,free/reduced,Section E,41,60,55
EXA000509,completed,male,master's degree,free/reduced,Section D,67,71,70
EXA000510,completed,male,bachelor's degree,free/reduced,Section C,57,65,56
EXA000511,completed,female,associate's degree,free/reduced,Section C,42,50,61
EXA000512,none,female,high school,free/reduced,Section D,75,81,87
EXA000513,completed,female,associate's degree,standard,Section C,77,90,97
EXA000514,none,male,master's degree,free/reduced,Section B,65,65,62
EXA000515,completed,female,some high school,standard,Section E,87,90,90
EXA000516,completed,female,high school,free/reduced,Section D,72,76,78
EXA000517,none,female,high school,standard,Section E,71,83,79
EXA000518,completed,female,some college,free/reduced,Section C,60,80,76
EXA000519,completed,female,high school,free/reduced,Section D,67,75,84
EXA000520,none,female,high school,standard,Section C,54,73,64
EXA000521,completed,male,bachelor's degree,free/reduced,Section B,48,59,55
EXA000522,completed,male,high school,standard,Section C,67,63,67
EXA000523,completed,male,some high school,free/reduced,Section B,58,56,53
EXA000524,completed,female,high school,standard,Section C,80,83,86
EXA000525,none,female,some college,standard,Section B,84,100,96
EXA000526,completed,male,some college,standard,Section C,48,38,46
EXA000527,completed,female,some college,free/reduced,Section B,55,67,68
EXA000528,completed,female,some high school,standard,Section C,69,84,81
EXA000529,none,male,high school,standard,Section C,74,72,62
EXA000530,none,female,some high school,standard,Section D,62,68,65
EXA000531,completed,male,high school,standard,Section D,76,75,77
EXA000532,none,male,bachelor's degree,standard,Section B,84,81,72
EXA000533,none,male,high school,standard,Section E,93,86,76
EXA000534,none,male,associate's degree,standard,Section E,56,44,44
EXA000535,none,female,some high school,standard,Section B,52,65,60
EXA000536,completed,female,some college,standard,Section C,81,90,93
EXA000537,completed,male,high school,standard,Section E,84,79,75
EXA000538,none,male,some high school,standard,Section D,55,50,47
EXA000539,completed,male,high school,free/reduced,Section C,54,53,51
EXA000540,none,male,some high school,free/reduced,Section B,46,41,40
EXA000541,none,male,high school,free/reduced,Section D,48,46,50
EXA000542,none,male,some high school,standard,Section C,79,65,67
EXA000543,completed,female,high school,free/reduced,Section E,66,66,75
EXA000544,completed,male,associate's degree,free/reduced,Section A,56,60,63
EXA000545,none,female,associate's degree,free/reduced,Section E,60,74,68
EXA000546,none,female,associate's degree,standard,Section B,75,91,81
EXA000547,completed,male,some high school,standard,Section A,79,65,65
EXA000548,completed,male,high school,free/reduced,Section C,41,57,55
EXA000549,none,female,associate's degree,free/reduced,Section C,35,40,45
EXA000550,none,female,some college,free/reduced,Section A,54,56,58
EXA000551,none,male,some high school,standard,Section C,67,65,62
EXA000552,completed,female,high school,standard,Section D,85,98,99
EXA000553,none,female,associate's degree,standard,Section E,92,100,99
EXA000554,completed,male,associate's degree,standard,Section D,99,100,100
EXA000555,completed,female,some high school,free/reduced,Section C,52,59,58
EXA000556,none,male,associate's degree,free/reduced,Section C,73,66,68
EXA000557,completed,female,some high school,free/reduced,Section D,62,75,79
EXA000558,none,male,some high school,standard,Section E,75,71,68
EXA000559,none,female,associate's degree,standard,Section B,90,94,93
EXA000560,none,male,high school,free/reduced,Section D,54,49,48
EXA000561,none,male,associate's degree,standard,Section D,81,74,74
EXA000562,none,male,some high school,free/reduced,Section C,74,66,64
EXA000563,completed,male,associate's degree,free/reduced,Section B,68,73,72
EXA000564,none,male,some college,standard,Section D,74,74,70
EXA000565,none,male,high school,free/reduced,Section C,51,57,44
EXA000566,none,female,some high school,standard,Section C,68,77,75
EXA000567,none,male,some college,standard,Section B,69,59,57
EXA000568,completed,male,some college,standard,Section E,100,89,86
EXA000569,none,female,some college,standard,Section C,53,59,59
EXA000570,completed,male,bachelor's degree,free/reduced,Section C,72,70,70
EXA000571,none,male,bachelor's degree,free/reduced,Section B,50,40,38
EXA000572,none,female,high school,standard,Section A,61,69,69
EXA000573,none,male,high school,standard,Section C,65,69,56
EXA000574,none,female,high school,free/reduced,Section D,15,39,40
EXA000575,none,male,some high school,free/reduced,Section C,64,56,52
EXA000576,none,male,high school,standard,Section C,77,70,60
EXA000577,completed,female,some college,standard,Section D,61,63,70
EXA000578,completed,female,high school,free/reduced,Section B,49,66,60
EXA000579,none,male,bachelor's degree,standard,Section C,70,49,53
EXA000580,none,male,associate's degree,standard,Section A,60,56,57
EXA000581,none,female,some college,standard,Section D,84,97,96
EXA000582,none,male,high school,free/reduced,Section D,51,56,50
EXA000583,none,male,bachelor's degree,standard,Section C,74,61,68
EXA000584,completed,female,bachelor's degree,standard,Section B,64,77,79
EXA000585,completed,female,some college,standard,Section C,67,74,81
EXA000586,none,male,associate's degree,standard,Section C,76,61,62
EXA000587,completed,male,some high school,standard,Section D,70,66,72
EXA000588,none,female,some college,standard,Section C,85,92,84
EXA000589,none,female,some high school,standard,Section D,53,55,57
EXA000590,none,male,high school,standard,Section C,84,71,66
EXA000591,none,male,some high school,standard,Section B,55,49,44
EXA000592,none,female,high school,standard,Section C,50,62,63
EXA000593,none,male,some high school,free/reduced,Section C,79,77,71
EXA000594,none,male,associate's degree,standard,Section C,81,77,71
EXA000595,completed,male,associate's degree,standard,Section D,89,75,80
EXA000596,completed,male,associate's degree,free/reduced,Section C,59,68,66
EXA000597,completed,male,some college,standard,Section D,82,79,81
EXA000598,none,male,associate's degree,standard,Section D,86,84,82
EXA000599,none,female,some college,free/reduced,Section D,41,58,60
EXA000600,completed,female,master's degree,standard,Section D,64,67,72
EXA000601,completed,male,associate's degree,free/reduced,Section A,68,71,64
EXA000602,completed,male,high school,free/reduced,Section E,74,67,61
EXA000603,completed,female,some college,free/reduced,Section C,44,44,53
EXA000604,completed,female,high school,free/reduced,Section C,34,66,59
EXA000605,completed,male,some high school,standard,Section B,45,50,48
EXA000606,completed,female,master's degree,standard,Section C,83,86,90
EXA000607,none,male,some college,standard,Section C,55,65,57
EXA000608,none,male,high school,free/reduced,Section E,61,56,52
EXA000609,completed,female,high school,standard,Section B,81,89,88
EXA000610,none,male,associate's degree,free/reduced,Section B,45,52,45
EXA000611,none,male,high school,standard,Section B,71,63,61
EXA000612,completed,male,bachelor's degree,standard,Section C,62,67,68
EXA000613,completed,female,some college,standard,Section E,78,83,76
EXA000614,none,male,some college,standard,Section D,76,74,71
EXA000615,completed,female,associate's degree,standard,Section A,73,68,81
EXA000616,none,female,associate's degree,standard,Section C,82,91,85
EXA000617,completed,male,some college,standard,Section D,69,58,60
EXA000618,none,male,bachelor's degree,free/reduced,Section D,72,71,65
EXA000619,completed,female,high school,standard,Section B,72,73,72
EXA000620,none,male,associate's degree,free/reduced,Section B,57,59,62
EXA000621,completed,male,high school,standard,Section A,83,71,69
EXA000622,none,male,some high school,standard,Section C,68,76,72
EXA000623,completed,female,some high school,free/reduced,Section C,62,74,71
EXA000624,none,male,associate's degree,standard,Section D,99,97,95
EXA000625,completed,male,high school,standard,Section B,88,87,85
EXA000626,none,female,high school,standard,Section C,56,68,66
EXA000627,none,female,associate's degree,standard,Section B,68,70,76
EXA000628,completed,male,high school,standard,Section C,75,69,67
EXA000629,none,female,some college,standard,Section C,45,46,47
EXA000630,none,male,high school,free/reduced,Section C,72,68,62
EXA000631,completed,male,some college,standard,Section E,99,98,93
EXA000632,none,male,some college,free/reduced,Section C,76,72,65
EXA000633,completed,female,some high school,free/reduced,Section B,64,72,79
EXA000634,none,female,some college,standard,Section B,56,61,65
EXA000635,none,female,some college,free/reduced,Section E,74,78,81
EXA000636,completed,male,bachelor's degree,standard,Section D,97,91,96
EXA000637,none,female,some college,standard,Section B,83,89,88
EXA000638,completed,female,bachelor's degree,standard,Section B,55,64,63
EXA000639,completed,female,some college,standard,Section B,77,90,93
EXA000640,none,female,bachelor's degree,standard,Section D,78,80,79
EXA000641,completed,female,some high school,standard,Section E,89,95,99
EXA000642,none,male,high school,standard,Section A,78,72,66
EXA000643,none,male,some college,free/reduced,Section C,33,42,41
EXA000644,none,female,associate's degree,standard,Section D,66,72,74
EXA000645,completed,male,some college,standard,Section E,87,87,79
EXA000646,none,female,some college,standard,Section B,50,48,52
EXA000647,none,female,high school,standard,Section A,79,86,84
EXA000648,none,male,bachelor's degree,free/reduced,Section B,70,70,66
EXA000649,completed,female,some college,free/reduced,Section B,47,61,64
EXA000650,none,female,high school,standard,Section C,80,84,81
EXA000651,completed,male,some college,standard,Section E,91,76,78
EXA000652,completed,female,high school,free/reduced,Section D,78,86,88
EXA000653,completed,male,some college,free/reduced,Section D,56,61,62
EXA000654,none,male,some high school,standard,Section C,54,56,47
EXA000655,completed,male,associate's degree,standard,Section A,79,65,69
EXA000656,completed,male,associate's degree,standard,Section E,93,87,84
EXA000657,completed,male,some high school,standard,Section D,74,78,78
EXA000658,none,female,associate's degree,free/reduced,Section E,83,90,95
EXA000659,none,male,high school,standard,Section C,90,78,78
EXA000660,completed,female,some college,free/reduced,Section C,62,78,71
EXA000661,none,female,bachelor's degree,standard,Section D,58,61,59
EXA000662,none,male,some college,free/reduced,Section E,73,73,63
EXA000663,none,male,some high school,standard,Section C,63,59,51
EXA000664,completed,male,associate's degree,standard,Section D,89,83,81
